0 1
0.003996 1
0.00799201 1
0.011988 1
0.015984 1
0.01998 1
0.023976 1
0.027972 1
0.031968 1
0.035964 1
0.03996 1
0.043956 1
0.047952 1
0.0519481 1
0.0559441 1
0.0599401 1
0.0639361 1
0.0679321 1
0.0719281 1
0.0759241 1
0.0799201 1
0.0839161 1
0.0879121 1
0.0919081 1
0.0959041 1
0.0999001 1
0.103896 1
0.107892 1
0.111888 1
0.115884 1
0.11988 1
0.123876 1
0.127872 1
0.131868 1
0.135864 1
0.13986 1
0.143856 1
0.147852 1
0.151848 1
0.155844 1
0.15984 1
0.163836 1
0.167832 1
0.171828 1
0.175824 1
0.17982 1
0.183816 1
0.187812 1
0.191808 1
0.195804 1
0.1998 1
0.203796 1
0.207792 1
0.211788 1
0.215784 1
0.21978 1
0.223776 1
0.227772 1
0.231768 1
0.235764 1
0.23976 1
0.243756 1
0.247752 1
0.251748 1
0.255744 1
0.25974 1
0.263736 1
0.267732 1
0.271728 1
0.275724 1
0.27972 1
0.283716 1
0.287712 1
0.291708 1
0.295704 1
0.2997 1
0.303696 1
0.307692 1
0.311688 1
0.315684 1
0.31968 1
0.323676 1
0.327672 1
0.331668 1
0.335664 1
0.33966 1
0.343656 1
0.347652 1
0.351648 1
0.355644 1
0.35964 1
0.363636 1
0.367632 1
0.371628 1
0.375624 1
0.37962 1
0.383616 1
0.387612 1
0.391608 1
0.395604 1
0.3996 1
0.403596 1
0.407592 1
0.411588 1
0.415584 1
0.41958 1
0.423576 1
0.427572 1
0.431568 1
0.435564 1
0.43956 1
0.443556 1
0.447552 1
0.451548 1
0.455544 1
0.45954 1
0.463536 1
0.467532 1
0.471528 1
0.475524 1
0.47952 1
0.483516 1
0.487512 1
0.491508 1
0.495504 1
0.4995 1
0.503497 1
0.507493 1
0.511489 1
0.515485 1
0.519481 1
0.523477 1
0.527473 1
0.531469 1
0.535465 1
0.539461 1
0.543457 1
0.547453 1
0.551449 1
0.555445 1
0.559441 1
0.563437 1
0.567433 1
0.571429 1
0.575425 1
0.579421 1
0.583417 1
0.587413 1
0.591409 1
0.595405 1
0.599401 1
0.603397 1
0.607393 1
0.611389 1
0.615385 1
0.619381 1
0.623377 1
0.627373 1
0.631369 1
0.635365 1
0.639361 1
0.643357 1
0.647353 1
0.651349 1
0.655345 1
0.659341 1
0.663337 1
0.667333 1
0.671329 1
0.675325 1
0.679321 1
0.683317 1
0.687313 0.9998
0.691309 1
0.695305 1
0.699301 1
0.703297 1
0.707293 1
0.711289 1
0.715285 1
0.719281 1
0.723277 1
0.727273 1
0.731269 1
0.735265 1
0.739261 1
0.743257 1
0.747253 1
0.751249 1
0.755245 0.9996
0.759241 1
0.763237 1
0.767233 0.9998
0.771229 1
0.775225 1
0.779221 1
0.783217 1
0.787213 1
0.791209 1
0.795205 0.9992
0.799201 0.9998
0.803197 0.9994
0.807193 1
0.811189 0.9998
0.815185 0.9998
0.819181 1
0.823177 1
0.827173 1
0.831169 0.9998
0.835165 1
0.839161 0.9998
0.843157 1
0.847153 0.9998
0.851149 0.9996
0.855145 1
0.859141 1
0.863137 1
0.867133 0.9998
0.871129 0.9994
0.875125 1
0.879121 0.9998
0.883117 0.9998
0.887113 0.9994
0.891109 1
0.895105 1
0.899101 0.9998
0.903097 0.9994
0.907093 1
0.911089 0.9998
0.915085 0.9998
0.919081 0.9992
0.923077 0.9992
0.927073 0.9996
0.931069 1
0.935065 0.9996
0.939061 0.9996
0.943057 0.999
0.947053 0.9998
0.951049 0.9994
0.955045 0.999
0.959041 1
0.963037 0.9988
0.967033 0.9998
0.971029 0.999
0.975025 0.9994
0.979021 0.999
0.983017 0.999
0.987013 0.9994
0.991009 0.9996
0.995005 0.9994
0.999001 0.9996
1.003 0.9996
1.00699 0.9992
1.01099 0.999
1.01499 0.9998
1.01898 0.9988
1.02298 0.9992
1.02697 0.9984
1.03097 0.998
1.03497 0.9992
1.03896 0.999
1.04296 0.9998
1.04695 0.999
1.05095 0.9994
1.05495 0.998
1.05894 0.9986
1.06294 0.999
1.06693 0.999
1.07093 0.9972
1.07493 0.9992
1.07892 0.997
1.08292 0.9986
1.08691 0.9968
1.09091 0.9976
1.09491 0.9986
